Temperature,RawValue,NormalizedValue
69.6147367319111,0.0543317768927349,0.02089224860354625
69.67001466746633,0.082580985968832,0.03175494319269182
69.74729322499549,0.1165055330478708,0.0447999807723989
69.73168957823823,0.0842743162574444,0.03240608106045288
69.82442560840715,0.1541935353117738,0.05929218326787374
69.83046629784026,0.1255117078751366,0.04826313353895967
69.89706126538974,0.1687844722353517,0.06490284978754014
69.94548529050451,0.2090703027246672,0.08039399758203915
69.97961810145668,0.2431674213622097,0.093505394263332
70.00855102745763,0.2815219149837151,0.10825388329923484
70.06451219352932,0.3285303859956165,0.12633009429436184
70.12530095354273,0.3767776789046966,0.14488267062358184
70.17762982684967,0.4033578224584522,0.15510355789806493
70.21870228827336,0.444907702135719,0.17108077170019567
70.26334492043141,0.4760889308678302,0.18307091852939714
70.31241292996773,0.5084099654894776,0.19549935597535845
70.3728298879214,0.5421054896784292,0.20845632717054344
70.42872212936045,0.5767184807894727,0.22176609277294462
70.46408021990298,0.6084402210976165,0.23396408302022279
70.49109992825815,0.639060274282067,0.24573844049515547
70.52260295809387,0.6737680395584356,0.25908464969532585
70.54087896627276,0.7075548827356384,0.2720767358658324
70.56810022662391,0.7484288937159063,0.28779405725051227
70.63481315456927,0.7824300794738059,0.3008685647725437
70.66201915175957,0.8225275771452636,0.31628729277376666
70.68934255787957,0.8685982541152559,0.33400289295542496
70.71222555827828,0.9127645582454996,0.35098620288122767
70.73423550587573,0.9573145547580056,0.36811705439495485
70.75447586608473,1.0014373001753305,0.38508361464844426
70.75871949443984,1.038130878156899,0.39919343025153103
70.77707755468788,1.076092120352449,0.41379070195156464
70.78667690878022,1.116456723338977,0.4293121402075396
70.79628095922976,1.1570602534974457,0.44492545335073164
70.81734975684672,1.2433297520452284,0.4780987437093718
70.81485035555126,1.2057732184303576,0.46365709497554863
70.8055656573905,1.1814167359639018,0.4542912741631402
70.8484643755794,1.3229885799425103,0.5087300267462359
70.85153454081845,1.2800709980522562,0.49222688914253754
70.87857893300337,1.36794715813265,0.5260179905517409
70.87790767260685,1.405797193105893,0.5405724996353496
70.9297361673529,1.3385565539532889,0.5147163942440054
70.9437077517147,1.290245499354898,0.4961392995732062
70.96824914019999,1.1947810291595315,0.4594302582314325
70.95644552477057,1.2413868690765375,0.47735164511788586
70.9899211588069,1.152449604828091,0.4431525163379418
71.01033340568897,1.1157165774461424,0.42902753122030685
71.0281095872814,1.0792744893919926,0.4150144212724629
71.07693022055133,1.0492321968536429,0.4034622306350978
71.09903796171149,1.029068157418637,0.3957085338333246
71.13864112119806,1.1025345716309047,0.42395864228761004
71.16864117391148,1.244052140726907,0.47837652449971496
71.1377577867291,1.057594930522718,0.4066779603758073
71.1651962536002,1.184186412615546,0.4553563004970263
71.15705277023615,1.1432221435205716,0.4396042720757138
71.20273615784122,1.3088068122494776,0.5032766984506137
71.20389235828675,1.3608405926971288,0.5232852963479528
71.22129048312556,1.2752980315375892,0.49039153589801376
71.21515463375492,1.4111392312681736,0.5426266785287869
71.22939076000348,1.4633983494712492,0.5627219257623953
71.23924893555863,1.5169304943781012,0.5833066911361294
71.25892299709065,1.5898431207200645,0.6113438510265776
71.24871626983226,1.5505785890867216,0.5962454242292149
71.27690615385345,1.640731329279897,0.6309119411024849
71.2777890690048,1.6856496376048749,0.6481844198993575
71.28652992900317,1.7271386072066837,0.664138211893631
71.29913199969991,1.7794656202682404,0.6842595668001965
71.30706193299355,1.8308989836477303,0.7040372857649616
71.31652697127032,1.8644302695167352,0.7169311022465188
71.32701346723549,1.9051279616368244,0.7325806235762212
71.33565993045438,1.9418144950826115,0.7466877303374246
71.35155944771448,1.989098123705344,0.7648697479440673
71.34048543746509,1.9633108960215528,0.7549537613451077
71.35945872050475,2.0325715977414225,0.7815866432706218
71.37357831839059,2.078902335490702,0.7994022448651481
71.39216180378365,2.128332081939438,0.8184095111516172
71.40107971644801,2.178828605923436,0.8378269863939868
71.42070156641535,2.236284896442246,0.8599207071225844
71.40685905360361,2.2040508618375068,0.8475257238738849
71.43132049965322,2.2837203348110817,0.8781611002718176
71.43561484866596,2.322994326249617,0.8932631646568524
71.45630605916502,2.390054080173313,0.9190497140832128
71.44935873797675,2.350210890243588,0.9037287752739864
71.47300020006132,2.432963932642363,0.9355498794854004
71.48452224278645,2.4815448125293607,0.9542307303249005
71.52454682951257,2.535384438377663,0.9749337316304783
71.54975887084976,2.574840002725981,0.9901056164150617
71.55114523549166,2.6005710502369106,1.0
71.60311982049167,2.5119625896960915,0.9659273064149712
71.5985972285196,2.550677244993532,0.9808142887544513
71.60588127851824,2.473250752212964,0.9510414076122443
71.6192602608755,2.4371024213009256,0.9371412563709447
71.62636678857245,2.395444735067137,0.9211225876135601
71.63453845007963,2.3631754777834875,0.908714060155443
71.64679124598322,2.314532664686072,0.8900093940810498
71.69659376578376,2.0855535513582595,0.8019598430768761
71.66001994491049,2.27073866427191,0.8731692464487932
71.66722509610837,2.2340984486488904,0.8590799503229744
71.7141718952845,2.030502181491922,0.7807908887192082
71.67742910618868,2.1932242909074606,0.8433625725040887
71.69216275277685,2.158794122272666,0.8301231077981897
71.6959057494557,2.1252178100791213,0.8172119773022603
71.7328097242393,1.9866961131170575,0.7639461005828203
71.7409743412107,1.9540684650754965,0.7513997607938772
71.75783895987294,1.9160508665936904,0.7367808183587752
71.76498352806311,1.8763284904526265,0.7215063361878515
71.7840509730644,1.793578794208348,0.6896865186763322
71.78711826458013,1.8376266159558188,0.7066242684615027
71.80994175542418,1.744364610554543,0.6707621429514999
